Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
346340 ,    277.52 K ,    1.5 % ,    88.049 kPa
347346 ,    277.56 K ,    1.5 % ,    88.080 kPa
348352 ,    277.59 K ,    1.5 % ,    88.107 kPa
349359 ,    277.64 K ,    1.5 % ,    88.140 kPa
350365 ,    277.67 K ,    1.5 % ,    88.168 kPa
351372 ,    277.70 K ,    1.5 % ,    88.200 kPa
352378 ,    277.75 K ,    1.5 % ,    88.229 kPa
353385 ,    277.78 K ,    1.5 % ,    88.259 kPa
354391 ,    277.83 K ,    1.5 % ,    88.292 kPa
355397 ,    277.90 K ,    1.5 % ,    88.336 kPa
356404 ,    277.92 K ,    1.5 % ,    88.361 kPa
357410 ,    277.97 K ,    1.5 % ,    88.393 kPa
358417 ,    278.00 K ,    1.5 % ,    88.420 kPa
359422 ,    278.04 K ,    1.5 % ,    88.446 kPa
360429 ,    278.08 K ,    1.5 % ,    88.474 kPa
361436 ,    278.12 K ,    1.5 % ,    88.503 kPa
362442 ,    278.15 K ,    1.5 % ,    88.533 kPa
363449 ,    278.19 K ,    1.5 % ,    88.559 kPa
364454 ,    278.25 K ,    1.5 % ,    88.589 kPa
365461 ,    278.28 K ,    1.5 % ,    88.613 kPa
366468 ,    278.33 K ,    1.5 % ,    88.641 kPa
367474 ,    278.36 K ,    1.5 % ,    88.665 kPa
368481 ,    278.41 K ,    1.5 % ,    88.704 kPa
369486 ,    278.46 K ,    1.5 % ,    88.733 kPa
370493 ,    278.49 K ,    1.5 % ,    88.754 kPa
371500 ,    278.55 K ,    1.5 % ,    88.783 kPa
372506 ,    278.58 K ,    1.5 % ,    88.809 kPa
373513 ,    278.62 K ,    1.5 % ,    88.836 kPa
374518 ,    278.65 K ,    1.5 % ,    88.860 kPa
375525 ,    278.71 K ,    1.5 % ,    88.883 kPa
376531 ,    278.73 K ,    1.5 % ,    88.910 kPa
377538 ,    278.78 K ,    1.5 % ,    88.938 kPa
378545 ,    278.82 K ,    1.5 % ,    88.959 kPa
379551 ,    278.86 K ,    1.5 % ,    88.988 kPa
380557 ,    278.91 K ,    1.5 % ,    89.009 kPa
381563 ,    278.95 K ,    1.5 % ,    89.033 kPa
382570 ,    279.02 K ,    1.5 % ,    89.064 kPa
383577 ,    279.05 K ,    1.5 % ,    89.088 kPa
384583 ,    279.11 K ,    1.5 % ,    89.113 kPa
385589 ,    279.14 K ,    1.5 % ,    89.128 kPa
386595 ,    279.18 K ,    1.5 % ,    89.154 kPa
387602 ,    279.23 K ,    1.5 % ,    89.172 kPa
388609 ,    279.27 K ,    1.5 % ,    89.196 kPa
389615 ,    279.30 K ,    1.5 % ,    89.217 kPa
390621 ,    279.33 K ,    1.5 % ,    89.235 kPa
391627 ,    279.38 K ,    1.5 % ,    89.257 kPa
392634 ,    279.42 K ,    1.5 % ,    89.279 kPa
393640 ,    279.46 K ,    1.5 % ,    89.298 kPa
394647 ,    279.51 K ,    1.5 % ,    89.322 kPa
395654 ,    279.58 K ,    1.5 % ,    89.351 kPa
396659 ,    279.60 K ,    1.5 % ,    89.372 kPa
397666 ,    279.66 K ,    1.5 % ,    89.393 kPa
398672 ,    279.68 K ,    1.5 % ,    89.413 kPa
399679 ,    279.73 K ,    1.5 % ,    89.432 kPa
400686 ,    279.76 K ,    1.5 % ,    89.452 kPa
401691 ,    279.80 K ,    1.5 % ,    89.470 kPa
402698 ,    279.84 K ,    1.5 % ,    89.487 kPa
403704 ,    279.89 K ,    1.5 % ,    89.505 kPa
404711 ,    279.92 K ,    1.5 % ,    89.522 kPa
405718 ,    279.96 K ,    1.5 % ,    89.544 kPa
406723 ,    280.00 K ,    1.5 % ,    89.562 kPa
407730 ,    280.04 K ,    1.5 % ,    89.581 kPa
408736 ,    280.10 K ,    1.5 % ,    89.610 kPa
409743 ,    280.14 K ,    1.5 % ,    89.627 kPa
410749 ,    280.18 K ,    1.5 % ,    89.650 kPa
411755 ,    280.22 K ,    1.5 % ,    89.664 kPa
412762 ,    280.27 K ,    1.5 % ,    89.686 kPa
413768 ,    280.30 K ,    1.5 % ,    89.704 kPa
414775 ,    280.34 K ,    1.5 % ,    89.721 kPa
415781 ,    280.37 K ,    1.5 % ,    89.740 kPa
416787 ,    280.43 K ,    1.5 % ,    89.754 kPa
417794 ,    280.45 K ,    1.5 % ,    89.768 kPa
418800 ,    280.50 K ,    1.5 % ,    89.787 kPa
419807 ,    280.54 K ,    1.5 % ,    89.809 kPa
420813 ,    280.57 K ,    1.5 % ,    89.821 kPa
421820 ,    280.63 K ,    1.5 % ,    89.844 kPa
422825 ,    280.68 K ,    1.5 % ,    89.860 kPa
423832 ,    280.72 K ,    1.6 % ,    89.872 kPa
424839 ,    280.75 K ,    1.6 % ,    89.886 kPa
425845 ,    280.79 K ,    1.5 % ,    89.903 kPa
426852 ,    280.83 K ,    1.5 % ,    89.917 kPa
427857 ,    280.87 K ,    1.6 % ,    89.931 kPa
428864 ,    280.92 K ,    1.5 % ,    89.943 kPa
429871 ,    280.94 K ,    1.6 % ,    89.954 kPa
430877 ,    280.98 K ,    1.5 % ,    89.966 kPa
431884 ,    281.01 K ,    1.6 % ,    89.977 kPa
432889 ,    281.06 K ,    1.6 % ,    89.991 kPa
433896 ,    281.09 K ,    1.6 % ,    90.002 kPa
434903 ,    281.15 K ,    1.6 % ,    90.019 kPa
435909 ,    281.18 K ,    1.6 % ,    90.030 kPa
436916 ,    281.22 K ,    1.6 % ,    90.042 kPa
437921 ,    281.26 K ,    1.6 % ,    90.052 kPa
438928 ,    281.30 K ,    1.6 % ,    90.060 kPa
439934 ,    281.34 K ,    1.6 % ,    90.075 kPa
440941 ,    281.35 K ,    1.6 % ,    90.078 kPa
441948 ,    281.40 K ,    1.6 % ,    90.094 kPa
442954 ,    281.43 K ,    1.6 % ,    90.104 kPa
443960 ,    281.47 K ,    1.5 % ,    90.112 kPa
444966 ,    281.52 K ,    1.6 % ,    90.124 kPa
445973 ,    281.54 K ,    1.5 % ,    90.132 kPa
446980 ,    281.59 K ,    1.6 % ,    90.146 kPa
447986 ,    281.62 K ,    1.6 % ,    90.156 kPa
448992 ,    281.67 K ,    1.6 % ,    90.168 kPa
449998 ,    281.70 K ,    1.6 % ,    90.174 kPa
451005 ,    281.73 K ,    1.6 % ,    90.180 kPa
452012 ,    281.78 K ,    1.6 % ,    90.192 kPa
453018 ,    281.80 K ,    1.6 % ,    90.199 kPa
454024 ,    281.83 K ,    1.6 % ,    90.203 kPa
455030 ,    281.87 K ,    1.6 % ,    90.214 kPa
456037 ,    281.89 K ,    1.6 % ,    90.217 kPa
457043 ,    281.93 K ,    1.6 % ,    90.225 kPa
458050 ,    281.97 K ,    1.6 % ,    90.232 kPa
459057 ,    281.99 K ,    1.6 % ,    90.240 kPa
460062 ,    282.05 K ,    1.6 % ,    90.250 kPa
461069 ,    282.07 K ,    1.6 % ,    90.256 kPa
462075 ,    282.09 K ,    1.6 % ,    90.259 kPa
463082 ,    282.13 K ,    1.6 % ,    90.267 kPa
464089 ,    282.15 K ,    1.6 % ,    90.271 kPa
465094 ,    282.19 K ,    1.6 % ,    90.280 kPa
466101 ,    282.22 K ,    1.6 % ,    90.282 kPa
467107 ,    282.24 K ,    1.6 % ,    90.288 kPa
468114 ,    282.28 K ,    1.6 % ,    90.296 kPa
469121 ,    282.30 K ,    1.6 % ,    90.303 kPa
470126 ,    282.33 K ,    1.6 % ,    90.306 kPa
471133 ,    282.36 K ,    1.6 % ,    90.315 kPa
472139 ,    282.39 K ,    1.6 % ,    90.319 kPa
473146 ,    282.41 K ,    1.6 % ,    90.322 kPa
474152 ,    282.47 K ,    1.6 % ,    90.329 kPa
475158 ,    282.48 K ,    1.6 % ,    90.331 kPa
476165 ,    282.51 K ,    1.6 % ,    90.335 kPa
477171 ,    282.53 K ,    1.6 % ,    90.337 kPa
478178 ,    282.55 K ,    1.6 % ,    90.341 kPa
479184 ,    282.58 K ,    1.6 % ,    90.344 kPa
480191 ,    282.61 K ,    1.6 % ,    90.351 kPa
481197 ,    282.62 K ,    1.6 % ,    90.351 kPa
482203 ,    282.65 K ,    1.6 % ,    90.358 kPa
483210 ,    282.68 K ,    1.6 % ,    90.361 kPa
484216 ,    282.70 K ,    1.6 % ,    90.369 kPa
485223 ,    282.73 K ,    1.6 % ,    90.375 kPa
486228 ,    282.75 K ,    1.6 % ,    90.383 kPa
487235 ,    282.77 K ,    1.6 % ,    90.385 kPa
488242 ,    282.81 K ,    1.6 % ,    90.402 kPa
489248 ,    282.82 K ,    1.6 % ,    90.405 kPa
490255 ,    282.84 K ,    1.6 % ,    90.417 kPa
491260 ,    282.88 K ,    1.6 % ,    90.429 kPa
492267 ,    282.88 K ,    1.6 % ,    90.435 kPa
493274 ,    282.91 K ,    1.6 % ,    90.440 kPa
494280 ,    282.94 K ,    1.6 % ,    90.447 kPa
495287 ,    282.95 K ,    1.6 % ,    90.453 kPa
496292 ,    282.98 K ,    1.6 % ,    90.461 kPa
497299 ,    283.02 K ,    1.6 % ,    90.464 kPa
498306 ,    283.03 K ,    1.6 % ,    90.465 kPa
499312 ,    283.06 K ,    1.6 % ,    90.469 kPa
500319 ,    283.08 K ,    1.6 % ,    90.475 kPa
501325 ,    283.09 K ,    1.6 % ,    90.476 kPa
502331 ,    283.13 K ,    1.6 % ,    90.477 kPa
503337 ,    283.14 K ,    1.6 % ,    90.482 kPa
504344 ,    283.15 K ,    1.6 % ,    90.478 kPa
505351 ,    283.19 K ,    1.6 % ,    90.485 kPa
506357 ,    283.21 K ,    1.6 % ,    90.485 kPa
507363 ,    283.22 K ,    1.6 % ,    90.487 kPa
508369 ,    283.25 K ,    1.6 % ,    90.493 kPa
509376 ,    283.28 K ,    1.6 % ,    90.498 kPa
510383 ,    283.29 K ,    1.6 % ,    90.497 kPa
511389 ,    283.31 K ,    1.6 % ,    90.502 kPa
512396 ,    283.34 K ,    1.6 % ,    90.506 kPa
513401 ,    283.34 K ,    1.6 % ,    90.508 kPa
514408 ,    283.37 K ,    1.6 % ,    90.513 kPa
515415 ,    283.39 K ,    1.6 % ,    90.520 kPa
516421 ,    283.40 K ,    1.6 % ,    90.524 kPa
517428 ,    283.41 K ,    1.6 % ,    90.529 kPa
518433 ,    283.45 K ,    1.6 % ,    90.536 kPa
519440 ,    283.46 K ,    1.6 % ,    90.540 kPa
520446 ,    283.47 K ,    1.6 % ,    90.545 kPa
521453 ,    283.52 K ,    1.6 % ,    90.558 kPa
522460 ,    283.53 K ,    1.6 % ,    90.561 kPa
523465 ,    283.54 K ,    1.6 % ,    90.565 kPa
524472 ,    283.56 K ,    1.6 % ,    90.574 kPa
525478 ,    283.58 K ,    1.6 % ,    90.582 kPa
526485 ,    283.59 K ,    1.6 % ,    90.585 kPa
527492 ,    283.61 K ,    1.6 % ,    90.591 kPa
528497 ,    283.64 K ,    1.6 % ,    90.601 kPa
529504 ,    283.64 K ,    1.6 % ,    90.605 kPa
530510 ,    283.65 K ,    1.6 % ,    90.610 kPa
531517 ,    283.68 K ,    1.6 % ,    90.617 kPa
532524 ,    283.69 K ,    1.0 % ,    90.626 kPa
533529 ,    283.71 K ,    1.6 % ,    90.626 kPa
534536 ,    283.74 K ,    1.6 % ,    90.636 kPa
535542 ,    283.75 K ,    1.6 % ,    90.641 kPa
536549 ,    283.76 K ,    1.6 % ,    90.646 kPa
537555 ,    283.79 K ,    1.6 % ,    90.652 kPa
538561 ,    283.81 K ,    1.6 % ,    90.658 kPa
539568 ,    283.81 K ,    1.6 % ,    90.663 kPa
540574 ,    283.84 K ,    1.6 % ,    90.672 kPa
541581 ,    283.85 K ,    1.6 % ,    90.675 kPa
542587 ,    283.87 K ,    1.6 % ,    90.680 kPa
543594 ,    283.88 K ,    1.6 % ,    90.685 kPa
544600 ,    283.92 K ,    1.6 % ,    90.698 kPa
545606 ,    283.92 K ,    1.6 % ,    90.702 kPa
546613 ,    283.93 K ,    1.6 % ,    90.712 kPa
547619 ,    283.96 K ,    1.6 % ,    90.721 kPa
548626 ,    283.97 K ,    1.6 % ,    90.727 kPa
549632 ,    283.99 K ,    1.6 % ,    90.732 kPa
550638 ,    283.99 K ,    1.6 % ,    90.736 kPa
551645 ,    284.02 K ,    1.6 % ,    90.740 kPa
552651 ,    284.03 K ,    1.6 % ,    90.743 kPa
553658 ,    284.03 K ,    1.6 % ,    90.746 kPa
554663 ,    284.07 K ,    1.6 % ,    90.753 kPa
555670 ,    284.10 K ,    1.6 % ,    90.758 kPa
556677 ,    284.10 K ,    1.6 % ,    90.759 kPa
557683 ,    284.12 K ,    1.6 % ,    90.766 kPa
558690 ,    284.14 K ,    1.6 % ,    90.768 kPa
559695 ,    284.16 K ,    1.6 % ,    90.770 kPa
560702 ,    284.17 K ,    1.6 % ,    90.772 kPa
561709 ,    284.17 K ,    1.6 % ,    90.772 kPa
562715 ,    284.19 K ,    1.6 % ,    90.776 kPa
563722 ,    284.21 K ,    1.6 % ,    90.778 kPa
564728 ,    284.21 K ,    1.6 % ,    90.778 kPa
565734 ,    284.23 K ,    1.6 % ,    90.779 kPa
566740 ,    284.26 K ,    1.6 % ,    90.780 kPa
567747 ,    284.26 K ,    1.6 % ,    90.789 kPa
568754 ,    284.28 K ,    1.6 % ,    90.786 kPa
569760 ,    284.31 K ,    1.6 % ,    90.795 kPa
570766 ,    284.32 K ,    1.6 % ,    90.801 kPa
571772 ,    284.33 K ,    1.6 % ,    90.801 kPa
572779 ,    284.33 K ,    1.6 % ,    90.802 kPa
573786 ,    284.36 K ,    1.6 % ,    90.809 kPa
574792 ,    284.37 K ,    1.6 % ,    90.812 kPa
575798 ,    284.38 K ,    1.6 % ,    90.817 kPa
576804 ,    284.40 K ,    1.6 % ,    90.816 kPa
577811 ,    284.42 K ,    1.6 % ,    90.817 kPa
578818 ,    284.43 K ,    1.6 % ,    90.824 kPa
579824 ,    284.43 K ,    1.6 % ,    90.822 kPa
580831 ,    284.46 K ,    1.6 % ,    90.828 kPa
581836 ,    284.48 K ,    1.6 % ,    90.831 kPa
582843 ,    284.48 K ,    1.6 % ,    90.832 kPa
583849 ,    284.48 K ,    1.6 % ,    90.845 kPa
584856 ,    284.50 K ,    1.6 % ,    90.862 kPa
585863 ,    284.51 K ,    1.6 % ,    90.861 kPa
586868 ,    284.52 K ,    1.6 % ,    90.838 kPa
587875 ,    284.53 K ,    1.6 % ,    90.825 kPa
588881 ,    284.54 K ,    1.6 % ,    90.837 kPa
589888 ,    284.55 K ,    1.6 % ,    90.850 kPa
590895 ,    284.55 K ,    1.6 % ,    90.843 kPa
591900 ,    284.56 K ,    1.6 % ,    90.845 kPa
592907 ,    284.59 K ,    1.6 % ,    90.877 kPa
593913 ,    284.60 K ,    1.6 % ,    90.880 kPa
594920 ,    284.60 K ,    1.6 % ,    90.906 kPa
595927 ,    284.60 K ,    1.6 % ,    90.919 kPa
596933 ,    284.63 K ,    1.6 % ,    90.924 kPa
597939 ,    284.65 K ,    1.6 % ,    90.914 kPa
598945 ,    284.64 K ,    1.6 % ,    90.909 kPa
599952 ,    284.66 K ,    1.6 % ,    90.896 kPa
600958 ,    284.67 K ,    1.6 % ,    90.895 kPa
601965 ,    284.68 K ,    1.6 % ,    90.920 kPa
602971 ,    284.68 K ,    1.6 % ,    90.900 kPa
603977 ,    284.69 K ,    1.6 % ,    90.913 kPa
604984 ,    284.70 K ,    1.6 % ,    90.896 kPa
605990 ,    284.70 K ,    1.6 % ,    90.932 kPa
606997 ,    284.71 K ,    1.6 % ,    90.925 kPa
608003 ,    284.73 K ,    1.6 % ,    90.922 kPa
609009 ,    284.75 K ,    1.6 % ,    90.946 kPa
610016 ,    284.74 K ,    1.6 % ,    90.942 kPa
611022 ,    284.75 K ,    1.6 % ,    90.944 kPa
612029 ,    284.76 K ,    1.6 % ,    90.943 kPa
613036 ,    284.78 K ,    1.6 % ,    90.934 kPa
614041 ,    284.78 K ,    1.6 % ,    90.936 kPa
615048 ,    284.78 K ,    1.2 % ,    90.947 kPa
616054 ,    284.81 K ,    1.6 % ,    90.969 kPa
617061 ,    284.82 K ,    1.6 % ,    90.968 kPa
618067 ,    284.82 K ,    1.6 % ,    90.963 kPa
619073 ,    284.82 K ,    1.6 % ,    90.978 kPa
620080 ,    284.84 K ,    1.6 % ,    90.983 kPa
621086 ,    284.85 K ,    1.6 % ,    90.942 kPa
622093 ,    284.85 K ,    1.6 % ,    90.989 kPa
623099 ,    284.87 K ,    1.6 % ,    90.952 kPa
624105 ,    284.89 K ,    1.6 % ,    90.950 kPa
625112 ,    284.89 K ,    1.6 % ,    90.988 kPa
626118 ,    284.90 K ,    1.6 % ,    90.975 kPa
627125 ,    284.91 K ,    1.6 % ,    91.019 kPa
628131 ,    284.91 K ,    1.6 % ,    91.003 kPa
629138 ,    284.93 K ,    1.6 % ,    90.980 kPa
630144 ,    284.93 K ,    1.6 % ,    90.949 kPa
631150 ,    284.94 K ,    1.6 % ,    90.970 kPa
632157 ,    284.94 K ,    1.6 % ,    90.971 kPa
633163 ,    284.96 K ,    1.6 % ,    90.985 kPa
634170 ,    284.95 K ,    1.6 % ,    90.976 kPa
635175 ,    284.96 K ,    1.6 % ,    90.981 kPa
636182 ,    284.98 K ,    1.6 % ,    91.022 kPa
637189 ,    284.98 K ,    1.6 % ,    91.031 kPa
638195 ,    284.98 K ,    1.6 % ,    90.991 kPa
639202 ,    284.99 K ,    1.6 % ,    90.985 kPa
640207 ,    285.00 K ,    1.6 % ,    90.990 kPa
641214 ,    285.01 K ,    1.6 % ,    91.012 kPa
642221 ,    285.01 K ,    1.6 % ,    90.982 kPa
643227 ,    285.02 K ,    1.6 % ,    90.980 kPa
644234 ,    285.03 K ,    1.6 % ,    91.018 kPa
645239 ,    285.04 K ,    1.6 % ,    91.037 kPa
646246 ,    285.04 K ,    1.6 % ,    91.006 kPa
647252 ,    285.06 K ,    1.6 % ,    91.044 kPa
648259 ,    285.05 K ,    1.6 % ,    91.031 kPa
649266 ,    285.08 K ,    1.6 % ,    91.053 kPa
650271 ,    285.09 K ,    1.6 % ,    91.065 kPa
651278 ,    285.09 K ,    1.6 % ,    91.067 kPa
652284 ,    285.09 K ,    1.6 % ,    91.039 kPa
653291 ,    285.12 K ,    1.6 % ,    91.023 kPa
654298 ,    285.12 K ,    1.6 % ,    91.064 kPa
655304 ,    285.11 K ,    1.6 % ,    91.056 kPa
656310 ,    285.12 K ,    1.6 % ,    91.086 kPa
657316 ,    285.14 K ,    1.6 % ,    91.077 kPa
658323 ,    285.15 K ,    1.6 % ,    91.095 kPa
659330 ,    285.15 K ,    1.6 % ,    91.106 kPa
660336 ,    285.16 K ,    1.6 % ,    91.130 kPa
661342 ,    285.18 K ,    1.6 % ,    91.103 kPa
662348 ,    285.19 K ,    1.6 % ,    91.044 kPa
663355 ,    285.18 K ,    1.6 % ,    91.069 kPa
664361 ,    285.19 K ,    1.6 % ,    91.096 kPa
665368 ,    285.20 K ,    1.6 % ,    91.126 kPa
666374 ,    285.21 K ,    1.6 % ,    91.069 kPa
667380 ,    285.21 K ,    1.6 % ,    91.095 kPa
668387 ,    285.21 K ,    1.6 % ,    91.101 kPa
669393 ,    285.24 K ,    1.6 % ,    91.141 kPa
670400 ,    285.23 K ,    1.6 % ,    91.140 kPa
671406 ,    285.25 K ,    1.6 % ,    91.149 kPa
672412 ,    285.26 K ,    1.6 % ,    91.169 kPa
673419 ,    285.26 K ,    1.6 % ,    91.128 kPa
674425 ,    285.28 K ,    1.6 % ,    91.123 kPa
675432 ,    285.27 K ,    1.6 % ,    91.105 kPa
676438 ,    285.28 K ,    1.6 % ,    91.147 kPa
677444 ,    285.28 K ,    1.6 % ,    91.114 kPa
678451 ,    285.30 K ,    1.6 % ,    91.135 kPa
679457 ,    285.30 K ,    1.6 % ,    91.118 kPa
680464 ,    285.30 K ,    1.6 % ,    91.128 kPa
681469 ,    285.30 K ,    1.6 % ,    91.136 kPa
682476 ,    285.32 K ,    1.6 % ,    91.155 kPa
683483 ,    285.33 K ,    1.6 % ,    91.155 kPa
684489 ,    285.33 K ,    1.6 % ,    91.132 kPa
685496 ,    285.33 K ,    1.6 % ,    91.131 kPa
686502 ,    285.34 K ,    1.6 % ,    91.144 kPa
687508 ,    285.36 K ,    1.6 % ,    91.133 kPa
688515 ,    285.36 K ,    1.6 % ,    91.136 kPa
689521 ,    285.35 K ,    1.6 % ,    91.126 kPa
690528 ,    285.35 K ,    1.6 % ,    91.125 kPa
691534 ,    285.36 K ,    1.6 % ,    91.150 kPa
692540 ,    285.37 K ,    1.6 % ,    91.134 kPa
693547 ,    285.37 K ,    1.6 % ,    91.166 kPa
694553 ,    285.37 K ,    1.6 % ,    91.207 kPa
695560 ,    285.40 K ,    1.6 % ,    91.228 kPa
696566 ,    285.40 K ,    1.6 % ,    91.191 kPa
697572 ,    285.41 K ,    1.6 % ,    91.180 kPa
698578 ,    285.41 K ,    1.6 % ,    91.164 kPa
699585 ,    285.42 K ,    1.6 % ,    91.173 kPa
700592 ,    285.43 K ,    1.6 % ,    91.189 kPa
701598 ,    285.43 K ,    1.6 % ,    91.195 kPa
702604 ,    285.42 K ,    1.6 % ,    91.188 kPa
703610 ,    285.44 K ,    1.6 % ,    91.185 kPa
704617 ,    285.44 K ,    1.6 % ,    91.204 kPa
705624 ,    285.43 K ,    1.6 % ,    91.266 kPa
706630 ,    285.44 K ,    1.6 % ,    91.228 kPa
707637 ,    285.46 K ,    1.6 % ,    91.221 kPa
708642 ,    285.46 K ,    1.6 % ,    91.174 kPa
709649 ,    285.46 K ,    1.6 % ,    91.195 kPa
710656 ,    285.48 K ,    1.6 % ,    91.192 kPa
711662 ,    285.47 K ,    1.6 % ,    91.201 kPa
712669 ,    285.49 K ,    1.6 % ,    91.173 kPa
713674 ,    285.49 K ,    1.6 % ,    91.183 kPa
714681 ,    285.48 K ,    1.6 % ,    91.205 kPa
715687 ,    285.47 K ,    1.6 % ,    91.174 kPa
716694 ,    285.50 K ,    1.6 % ,    91.199 kPa
717701 ,    285.49 K ,    1.6 % ,    91.214 kPa
718706 ,    285.50 K ,    1.6 % ,    91.197 kPa
719713 ,    285.51 K ,    1.6 % ,    91.221 kPa
720719 ,    285.52 K ,    1.6 % ,    91.266 kPa
721726 ,    285.53 K ,    1.6 % ,    91.236 kPa
722733 ,    285.52 K ,    1.6 % ,    91.234 kPa
723738 ,    285.51 K ,    1.6 % ,    91.251 kPa
724745 ,    285.53 K ,    1.6 % ,    91.219 kPa
725751 ,    285.53 K ,    1.6 % ,    91.252 kPa
726758 ,    285.53 K ,    1.6 % ,    91.252 kPa
727764 ,    285.53 K ,    1.6 % ,    91.237 kPa
728771 ,    285.54 K ,    1.6 % ,    91.246 kPa
729777 ,    285.55 K ,    1.6 % ,    91.240 kPa
730783 ,    285.55 K ,    1.6 % ,    91.256 kPa
731790 ,    285.55 K ,    1.6 % ,    91.229 kPa
732796 ,    285.56 K ,    1.6 % ,    91.242 kPa
733803 ,    285.56 K ,    1.6 % ,    91.254 kPa
734809 ,    285.57 K ,    1.6 % ,    91.235 kPa
735815 ,    285.57 K ,    1.6 % ,    91.230 kPa
736822 ,    285.56 K ,    1.6 % ,    91.257 kPa
737828 ,    285.57 K ,    1.6 % ,    91.270 kPa
738835 ,    285.57 K ,    1.6 % ,    91.265 kPa
739841 ,    285.58 K ,    1.6 % ,    91.289 kPa
740847 ,    285.58 K ,    1.6 % ,    91.240 kPa
741854 ,    285.59 K ,    1.6 % ,    91.263 kPa
742860 ,    285.60 K ,    1.6 % ,    91.285 kPa
743867 ,    285.59 K ,    1.6 % ,    91.273 kPa
744872 ,    285.60 K ,    1.6 % ,    91.297 kPa
745879 ,    285.63 K ,    1.6 % ,    91.290 kPa
746886 ,    285.63 K ,    1.6 % ,    91.284 kPa
747892 ,    285.62 K ,    1.6 % ,    91.287 kPa
748899 ,    285.61 K ,    1.6 % ,    91.274 kPa
749905 ,    285.62 K ,    1.6 % ,    91.274 kPa
750911 ,    285.63 K ,    1.6 % ,    91.273 kPa
751918 ,    285.64 K ,    1.6 % ,    91.286 kPa
752924 ,    285.63 K ,    1.6 % ,    91.311 kPa
753931 ,    285.63 K ,    1.6 % ,    91.307 kPa
754937 ,    285.65 K ,    1.6 % ,    91.311 kPa
755943 ,    285.65 K ,    1.6 % ,    91.343 kPa
756950 ,    285.65 K ,    1.6 % ,    91.286 kPa
757956 ,    285.65 K ,    1.6 % ,    91.339 kPa
758963 ,    285.66 K ,    1.6 % ,    91.324 kPa
759969 ,    285.68 K ,    1.6 % ,    91.340 kPa
760975 ,    285.67 K ,    1.6 % ,    91.359 kPa
761981 ,    285.68 K ,    1.6 % ,    91.343 kPa
762988 ,    285.69 K ,    1.6 % ,    91.338 kPa
763995 ,    285.69 K ,    1.6 % ,    91.344 kPa
765001 ,    285.69 K ,    1.6 % ,    91.349 kPa
766008 ,    285.70 K ,    1.6 % ,    91.356 kPa
767013 ,    285.71 K ,    1.6 % ,    91.326 kPa
768020 ,    285.72 K ,    1.6 % ,    91.345 kPa
769027 ,    285.71 K ,    1.6 % ,    91.352 kPa
770033 ,    285.72 K ,    1.6 % ,    91.318 kPa
771040 ,    285.73 K ,    1.6 % ,    91.324 kPa
772045 ,    285.72 K ,    1.6 % ,    91.324 kPa
773052 ,    285.72 K ,    1.6 % ,    91.307 kPa
774059 ,    285.72 K ,    1.6 % ,    91.300 kPa
775065 ,    285.73 K ,    1.6 % ,    91.345 kPa
776072 ,    285.73 K ,    1.6 % ,    91.305 kPa
777077 ,    285.73 K ,    1.6 % ,    91.323 kPa
778084 ,    285.73 K ,    1.6 % ,    91.292 kPa
779090 ,    285.73 K ,    1.6 % ,    91.301 kPa
780097 ,    285.74 K ,    1.6 % ,    91.287 kPa
781104 ,    285.74 K ,    1.6 % ,    91.274 kPa
782110 ,    285.74 K ,    1.6 % ,    91.261 kPa
783116 ,    285.73 K ,    1.6 % ,    91.279 kPa
784122 ,    285.75 K ,    1.6 % ,    91.298 kPa
785129 ,    285.76 K ,    1.6 % ,    91.275 kPa
786136 ,    285.75 K ,    1.6 % ,    91.242 kPa
787142 ,    285.73 K ,    1.6 % ,    91.261 kPa
788148 ,    285.73 K ,    1.6 % ,    91.271 kPa
789154 ,    285.74 K ,    1.6 % ,    91.243 kPa
790161 ,    285.73 K ,    1.6 % ,    91.264 kPa
791168 ,    285.73 K ,    1.6 % ,    91.294 kPa
792174 ,    285.74 K ,    1.6 % ,    91.279 kPa
793180 ,    285.75 K ,    1.6 % ,    91.263 kPa
794186 ,    285.74 K ,    1.6 % ,    91.269 kPa
795193 ,    285.73 K ,    1.6 % ,    91.283 kPa
796199 ,    285.74 K ,    1.6 % ,    91.268 kPa
797206 ,    285.75 K ,    1.6 % ,    91.248 kPa
798213 ,    285.74 K ,    1.6 % ,    91.253 kPa
799218 ,    285.73 K ,    1.6 % ,    91.262 kPa
800225 ,    285.74 K ,    1.6 % ,    91.268 kPa
801231 ,    285.74 K ,    1.6 % ,    91.274 kPa
802238 ,    285.73 K ,    1.6 % ,    91.246 kPa
803245 ,    285.74 K ,    1.6 % ,    91.243 kPa
804250 ,    285.73 K ,    1.6 % ,    91.264 kPa
805257 ,    285.72 K ,    1.6 % ,    91.245 kPa
806263 ,    285.73 K ,    1.6 % ,    91.255 kPa
807270 ,    285.73 K ,    1.6 % ,    91.268 kPa
808276 ,    285.72 K ,    1.6 % ,    91.260 kPa
809282 ,    285.74 K ,    1.6 % ,    91.249 kPa
810289 ,    285.73 K ,    1.6 % ,    91.268 kPa
811295 ,    285.71 K ,    1.6 % ,    91.241 kPa
812302 ,    285.73 K ,    1.6 % ,    91.236 kPa
813308 ,    285.70 K ,    1.6 % ,    91.253 kPa
